MIN;AVG;MAX
3;19;50
8;16;20
9;15;19
13;16;20
3;16;19
10;18;50
12;15;19
12;15;17
11;16;21
14;16;20
12;15;19
13;17;20
11;15;17
12;16;19
13;16;20
12;16;21
12;16;21
14;15;19
11;16;20
12;15;21
13;15;19
11;15;18
11;15;20
13;15;17
11;15;18
11;15;19
13;15;18
11;15;19
11;15;21
13;15;17
12;16;19
11;15;17
13;16;18
11;15;20
11;15;19
13;16;21
13;15;18
12;15;20
11;16;20
15;17;20
12;16;21
11;16;20
14;16;18
12;15;20
13;16;20
14;16;20
12;15;20
11;15;18
13;15;18
12;15;17
13;15;19
12;15;18
11;16;23
12;16;20
12;17;23
15;17;22
12;16;18
10;16;20
14;16;19
13;16;19
11;15;21
13;15;20
13;16;19
12;15;18
14;16;19
11;15;17
13;15;17
13;15;19
12;15;20
12;15;20
10;15;18
12;16;21
12;16;20
11;16;20
14;16;21
11;16;19
10;15;17
13;16;18
12;16;19
12;15;20
12;15;16
12;15;19
13;16;19
13;16;21
11;16;21
11;16;20
13;15;19
11;16;20
12;15;18
13;16;20
12;16;22
12;15;17
14;16;20
12;16;18
11;15;21
14;16;21
